idHecho,N_VICTIMAS,FECHA_x,AAAA_x,MM_x,DD_x,HORA,HH,TIPO_DE_CALLE,COMUNA,Longitud,Latitud,VICTIMA_x,ACUSADO,ROL,SEXO,semestre,dia_semana_espanol,Rango Etario
2019-0033,1,2019-04-18,2019,4,18,2023-12-05 01:00:00,1,autopista,1,-58.36607137,-34.62150748,moto,sd,conductor,masculino,1,Jueves,Adulto
2019-0034,1,2019-04-21,2019,4,21,2023-12-05 09:08:00,9,avenida,7,-58.45537373,-34.65093074,moto,objeto fijo,conductor,masculino,1,Domingo,Adulto de Edad Media
2019-0035,1,2019-04-23,2019,4,23,2023-12-05 14:10:00,14,calle,1,-58.37942637,-34.60053054,peaton,bicicleta,peaton,femenino,1,Martes,Anciano
2019-0036,1,2019-04-26,2019,4,26,2023-12-05 22:46:00,22,calle,6,-58.4368044,-34.62147504,moto,auto,conductor,masculino,1,Viernes,Adulto
2019-0037,1,2019-05-01,2019,5,1,2023-12-05 23:10:00,23,avenida,3,-58.40778291,-34.61971907,moto,auto,conductor,masculino,1,Miércoles,Adolescencia
2019-0038,1,2019-05-04,2019,5,4,2023-12-05 14:10:00,14,avenida,13,-58.45212523,-34.54628513,peaton,moto,peaton,femenino,1,Sábado,Adulto de Edad Media
2019-0039,1,2019-05-09,2019,5,9,2023-12-05 03:05:00,3,avenida,7,-58.46749188,-34.63551751,moto,auto,conductor,masculino,1,Jueves,Adulto
2019-0040,1,2019-05-09,2019,5,9,2023-12-05 12:45:00,12,calle,7,-58.4426358,-34.63679732,moto,sd,conductor,masculino,1,Jueves,Adulto de Edad Media
2019-0041,1,2019-05-11,2019,5,11,2023-12-05 20:30:00,20,avenida,9,-58.51140289,-34.65846419,auto,multiple,pasajero_acompaniante,femenino,1,Sábado,Anciano
2019-0042,1,2019-05-14,2019,5,14,2023-12-05 15:00:00,15,calle,1,-58.38211431,-34.62465368,peaton,pasajeros,peaton,masculino,1,Martes,Adulto de Edad Media
2019-0043,1,2019-05-21,2019,5,21,2023-12-05 09:00:00,9,avenida,1,-58.36951669,-34.59832047,bicicleta,cargas,ciclista,femenino,1,Martes,Adulto de Edad Media
2019-0044,1,2019-05-27,2019,5,27,2023-12-05 12:45:00,12,avenida,5,-58.41635217,-34.62036547,peaton,moto,peaton,femenino,1,Lunes,Anciano
2019-0045,1,2019-06-03,2019,6,3,2023-12-05 07:27:00,7,avenida,14,-58.41316147,-34.57579669,moto,cargas,conductor,masculino,1,Lunes,Adulto
2019-0046,1,2019-06-04,2019,6,4,2023-12-05 09:00:00,9,gral paz,13,-58.47617802,-34.53825652,moto,auto,pasajero_acompaniante,femenino,1,Martes,Adulto
2019-0047,1,2019-06-06,2019,6,6,2023-12-05 10:00:00,10,avenida,4,-58.38641783,-34.63330028,peaton,cargas,peaton,masculino,1,Jueves,Anciano
2019-0048,1,2019-06-07,2019,6,7,2023-12-05 07:00:00,7,avenida,6,-58.45322169,-34.62038137,moto,cargas,conductor,masculino,1,Viernes,Adulto
2019-0049,1,2019-06-08,2019,6,8,2023-12-05 09:20:00,9,calle,13,-58.45849057,-34.56166498,peaton,cargas,peaton,femenino,1,Sábado,Anciano
2019-0050,1,2019-06-08,2019,6,8,2023-12-05 23:35:00,23,avenida,14,-58.41829559,-34.59411677,moto,cargas,conductor,masculino,1,Sábado,Adulto Joven
2019-0051,1,2019-06-11,2019,6,11,2023-12-05 10:00:00,10,calle,4,-58.36376488,-34.63832093,moto,auto,conductor,masculino,1,Martes,Adulto de Edad Media
2019-0053,1,2019-06-14,2019,6,14,2023-12-05 17:20:00,17,avenida,8,-58.46442668,-34.66004784,auto,auto,pasajero_acompaniante,masculino,1,Viernes,Adulto Mayor
2019-0054,1,2019-06-20,2019,6,20,2023-12-05 03:00:00,3,calle,15,-58.48222035,-34.58428769,moto,objeto fijo,conductor,masculino,1,Jueves,Adulto Joven
2019-0055,1,2019-06-20,2019,6,20,2023-12-05 19:45:00,19,avenida,1,-58.36819005,-34.60283208,moto,pasajeros,conductor,masculino,1,Jueves,Adulto Mayor
2019-0056,1,2019-06-29,2019,6,29,2023-12-05 17:16:00,17,avenida,7,-58.45877601,-34.62330939,peaton,auto,peaton,femenino,1,Sábado,Anciano
2019-0057,1,2019-07-05,2019,7,5,2023-12-05 19:00:00,19,calle,13,-58.44196498,-34.55760517,peaton,auto,peaton,femenino,2,Viernes,Anciano
2019-0058,1,2019-07-10,2019,7,10,2023-12-05 09:20:00,9,autopista,10,-58.50622631,-34.63627822,moto,pasajeros,conductor,masculino,2,Miércoles,Adulto de Edad Media
2019-0059,1,2019-07-13,2019,7,13,2023-12-05 22:35:00,22,calle,1,-58.3841088,-34.63099197,moto,pasajeros,conductor,masculino,2,Sábado,Adulto
2019-0060,1,2019-07-17,2019,7,17,2023-12-05 11:20:00,11,avenida,10,-58.48100602,-34.63504312,peaton,auto,peaton,femenino,2,Miércoles,Anciano
2019-0061,1,2019-07-17,2019,7,17,2023-12-05 18:40:00,18,calle,13,-58.45200171,-34.5578132,peaton,pasajeros,peaton,femenino,2,Miércoles,Adulto Mayor
2019-0062,1,2019-08-01,2019,8,1,2023-12-05 23:00:00,23,avenida,13,-58.44462132,-34.56201105,peaton,pasajeros,peaton,femenino,2,Jueves,Anciano
2019-0063,1,2019-08-04,2019,8,4,2023-12-05 01:30:00,1,avenida,15,-58.45220688,-34.58711712,moto,pasajeros,pasajero_acompaniante,masculino,2,Domingo,Adulto de Edad Media
2019-0064,1,2019-08-06,2019,8,6,2023-12-05 03:15:00,3,avenida,7,-58.4596221,-34.6224514,moto,auto,conductor,masculino,2,Martes,Adulto Joven
2019-0065,1,2019-08-08,2019,8,8,2023-12-05 16:45:00,16,calle,4,-58.4197085,-34.65414867,peaton,pasajeros,peaton,femenino,2,Jueves,Adulto Mayor
2019-0066,1,2019-08-11,2019,8,11,2023-12-05 21:15:00,21,avenida,7,-58.44187596,-34.64938031,peaton,auto,peaton,masculino,2,Domingo,Adulto de Edad Media
2019-0067,1,2019-08-14,2019,8,14,2023-12-05 15:00:00,15,calle,10,-58.49101637,-34.64276621,moto,cargas,conductor,masculino,2,Miércoles,Adulto de Edad Media
2019-0068,1,2019-08-14,2019,8,14,2023-12-05 17:40:00,17,avenida,8,-58.42493829,-34.66256502,moto,moto,conductor,masculino,2,Miércoles,Adulto Mayor
2019-0069,1,2019-08-17,2019,8,17,2023-12-05 05:25:00,5,avenida,4,-58.40489318,-34.62930162,moto,auto,conductor,masculino,2,Sábado,Adulto de Edad Media
2019-0070,1,2019-08-22,2019,8,22,2023-12-05 12:30:00,12,avenida,14,-58.4268668,-34.59217875,moto,bicicleta,conductor,masculino,2,Jueves,Adulto
2019-0071,1,2019-08-27,2019,8,27,2023-12-05 11:30:00,11,avenida,9,-58.479611,-34.65620398,peaton,cargas,peaton,masculino,2,Martes,Adulto de Edad Media
2019-0072,1,2019-08-28,2019,8,28,2023-12-05 06:20:00,6,avenida,10,-58.47439934,-34.63524207,auto,auto,conductor,masculino,2,Miércoles,Adulto Joven
2019-0073,1,2019-08-29,2019,8,29,2023-12-05 01:50:00,1,avenida,15,-58.46711912,-34.57926018,auto,objeto fijo,conductor,masculino,2,Jueves,Adulto
2019-0074,1,2019-08-29,2019,8,29,2023-12-05 09:00:00,9,autopista,13,-58.46514781,-34.53465378,moto,cargas,conductor,masculino,2,Jueves,Adulto de Edad Media
2019-0075,1,2019-08-30,2019,8,30,2023-12-05 23:20:00,23,calle,4,-58.37571078,-34.65584079,moto,pasajeros,conductor,masculino,2,Viernes,Adulto
2019-0076,1,2019-09-05,2019,9,5,2023-12-05 18:00:00,18,autopista,4,-58.37157668,-34.65429986,moto,cargas,conductor,femenino,2,Jueves,Adulto
2019-0077,1,2019-09-08,2019,9,8,2023-12-05 03:40:00,3,avenida,14,-58.39811256,-34.58070186,peaton,auto,peaton,femenino,2,Domingo,Adulto
2019-0078,1,2019-09-12,2019,9,12,2023-12-05 08:25:00,8,avenida,4,-58.41125934,-34.6541774,peaton,cargas,peaton,femenino,2,Jueves,Anciano
2019-0079,1,2019-09-17,2019,9,17,2023-12-05 05:30:00,5,calle,5,-58.41822901,-34.61866836,moto,pasajeros,conductor,masculino,2,Martes,Adulto Mayor
2019-0080,1,2019-09-17,2019,9,17,1900-01-04 18:40:00,18,gral paz,13,-58.47617802,-34.53825652,peaton,moto,peaton,masculino,2,Martes,Anciano
2019-0081,1,2019-09-23,2019,9,23,2023-12-05 16:00:00,16,avenida,15,-58.46141281,-34.58623761,peaton,pasajeros,peaton,masculino,2,Lunes,Anciano
2019-0082,1,2019-09-25,2019,9,25,2023-12-05 07:45:00,7,avenida,8,-58.42985146,-34.6611974,bicicleta,cargas,ciclista,masculino,2,Miércoles,Adulto Mayor
2019-0083,1,2019-09-26,2019,9,26,2023-12-05 08:00:00,8,calle,9,-58.48457413,-34.6583909,auto,auto,conductor,masculino,2,Jueves,Anciano
2019-0084,1,2019-09-27,2019,9,27,2023-12-05 11:45:00,11,calle,7,-58.46572884,-34.63628186,bicicleta,cargas,ciclista,femenino,2,Viernes,Adulto de Edad Media
2019-0085,1,2019-10-09,2019,10,9,2023-12-05 22:18:00,22,calle,10,-58.49261744,-34.6341913,bicicleta,tren,ciclista,masculino,2,Miércoles,Adulto Joven
2019-0086,1,2019-10-15,2019,10,15,2023-12-05 14:10:00,14,avenida,15,-58.45283186,-34.5884156,moto,pasajeros,conductor,masculino,2,Martes,Adulto
2019-0087,1,2019-10-21,2019,10,21,2023-12-05 21:00:00,21,avenida,12,-58.47973681,-34.57418656,moto,moto,conductor,masculino,2,Lunes,Adulto de Edad Media
2019-0088,1,2019-10-22,2019,10,22,2023-12-05 20:00:00,20,avenida,4,-58.40623949,-34.65076549,peaton,pasajeros,peaton,masculino,2,Martes,Adulto
2019-0089,1,2019-10-23,2019,10,23,2023-12-05 15:45:00,15,avenida,4,-58.36244648,-34.63107887,peaton,cargas,peaton,femenino,2,Miércoles,Anciano
2019-0090,1,2019-10-24,2019,10,24,2023-12-05 18:26:00,18,avenida,9,-58.49962423,-34.64868027,peaton,moto,peaton,masculino,2,Jueves,Anciano
2019-0091,1,2019-11-01,2019,11,1,2023-12-05 20:50:00,20,avenida,15,-58.44551437,-34.59559816,peaton,pasajeros,peaton,masculino,2,Viernes,Adulto de Edad Media
2019-0092,1,2019-11-03,2019,11,3,2023-12-05 10:30:00,10,calle,4,-58.35608181,-34.63420319,peaton,pasajeros,peaton,masculino,2,Domingo,Adulto de Edad Media
2019-0093,1,2019-11-13,2019,11,13,2023-12-05 11:50:00,11,avenida,11,-58.46483679,-34.60907662,bicicleta,otro,ciclista,masculino,2,Miércoles,Adolescencia
2019-0094,1,2019-11-18,2019,11,18,2023-12-05 14:00:00,14,calle,15,-58.44368628,-34.59724326,moto,otro,pasajero_acompaniante,femenino,2,Lunes,Adulto de Edad Media
2019-0095,1,2019-11-20,2019,11,20,2023-12-05 15:30:00,15,autopista,1,-58.37864583,-34.62907067,moto,cargas,conductor,masculino,2,Miércoles,Adulto de Edad Media
2019-0096,1,2019-11-22,2019,11,22,2023-12-05 19:33:00,19,avenida,1,-58.37560352,-34.62726382,peaton,pasajeros,peaton,masculino,2,Viernes,Anciano
2019-0097,1,2019-11-25,2019,11,25,2023-12-05 08:50:00,8,autopista,9,-58.47721439,-34.64815069,moto,multiple,pasajero_acompaniante,femenino,2,Lunes,Adulto Joven
2019-0098,1,2019-11-25,2019,11,25,2023-12-05 14:00:00,14,avenida,15,-58.45134029,-34.58984288,pasajeros,pasajeros,pasajero_acompaniante,femenino,2,Lunes,Anciano
2019-0100,1,2019-12-05,2019,12,5,2023-12-05 17:30:00,17,avenida,12,-58.49040794,-34.58368803,moto,auto,conductor,masculino,2,Jueves,Adulto de Edad Media
2019-0101,1,2019-12-17,2019,12,17,2023-12-05 04:20:00,4,avenida,4,-58.42102679,-34.64991178,moto,moto,conductor,masculino,2,Martes,Adulto
2019-0102,1,2019-12-17,2019,12,17,2023-12-05 14:30:00,14,calle,9,-58.52219407,-34.64143926,moto,auto,conductor,masculino,2,Martes,Adulto Joven
2019-0103,1,2019-12-18,2019,12,18,2023-12-05 11:00:00,11,gral paz,11,-58.52169422,-34.5947164,moto,moto,conductor,masculino,2,Miércoles,Adulto
2019-0104,1,2019-12-21,2019,12,21,2023-12-05 04:25:00,4,avenida,10,-58.47460416,-34.63206174,moto,auto,pasajero_acompaniante,femenino,2,Sábado,Adulto Joven
2019-0105,1,2019-05-05,2019,5,5,2023-12-05 11:00:00,11,avenida,10,-58.50512382,-34.61520391,peaton,auto,peaton,femenino,1,Domingo,Anciano
2020-0001,1,2020-01-04,2020,1,4,2023-12-05 10:40:00,10,calle,15,-58.43910409,-34.59213355,peaton,auto,peaton,femenino,1,Sábado,Anciano
2020-0002,1,2020-01-05,2020,1,5,2023-12-05 20:00:00,20,avenida,7,-58.45019436,-34.64646409,moto,objeto fijo,conductor,masculino,1,Domingo,Adulto de Edad Media
2020-0003,1,2020-01-11,2020,1,11,2023-12-05 06:00:00,6,avenida,3,-58.39337644,-34.60927582,peaton,auto,peaton,masculino,1,Sábado,Adulto de Edad Media
2020-0004,1,2020-01-14,2020,1,14,2023-12-05 21:40:00,21,avenida,1,-58.39055614,-34.60919284,peaton,pasajeros,peaton,masculino,1,Martes,Anciano
2020-0005,1,2020-01-14,2020,1,14,2023-12-05 06:00:00,6,avenida,3,-58.41036975,-34.62477021,moto,pasajeros,conductor,masculino,1,Martes,Adulto
2020-0006,1,2020-01-20,2020,1,20,2023-12-05 12:55:00,12,avenida,8,-58.44925765,-34.65412546,moto,cargas,conductor,masculino,1,Lunes,Adulto Joven
2020-0007,1,2020-01-27,2020,1,27,2023-12-05 00:37:00,0,calle,1,-58.3815685,-34.61648696,peaton,moto,peaton,masculino,1,Lunes,Adulto Mayor
2020-0008,1,2020-01-30,2020,1,30,2023-12-05 07:10:00,7,avenida,2,-58.40662899,-34.59804521,moto,cargas,conductor,masculino,1,Jueves,Adulto Mayor
2020-0009,1,2020-02-04,2020,2,4,2023-12-05 14:50:00,14,calle,5,-58.41985649,-34.6060085,peaton,auto,peaton,masculino,1,Martes,Adulto Mayor
2020-0010,1,2020-02-08,2020,2,8,2023-12-05 05:45:00,5,avenida,1,-58.38099833,-34.62214953,moto,objeto fijo,conductor,masculino,1,Sábado,Adulto de Edad Media
2020-0011,1,2020-02-12,2020,2,12,2023-12-05 11:29:00,11,calle,5,-58.41803309,-34.61823178,moto,cargas,conductor,masculino,1,Miércoles,Adulto
2020-0012,1,2020-02-18,2020,2,18,2023-12-05 21:00:00,21,calle,3,-58.40604003,-34.61783553,peaton,moto,peaton,femenino,1,Martes,Anciano
2020-0013,1,2020-02-20,2020,2,20,2023-12-05 12:00:00,12,avenida,15,-58.47549929,-34.57994061,peaton,moto,peaton,femenino,1,Jueves,Adulto Mayor
2020-0014,1,2020-02-27,2020,2,27,2023-12-05 02:14:00,2,calle,11,-58.51398484,-34.61600366,moto,pasajeros,conductor,masculino,1,Jueves,Adulto de Edad Media
2020-0015,1,2020-02-28,2020,2,28,2023-12-05 14:30:00,14,avenida,1,-58.36797542,-34.62519403,moto,pasajeros,conductor,masculino,1,Viernes,Adulto
2020-0016,1,2020-02-29,2020,2,29,2023-12-05 13:00:00,13,avenida,1,-58.37133616,-34.59879316,peaton,pasajeros,peaton,masculino,1,Sábado,Anciano
2020-0017,1,2020-03-05,2020,3,5,2023-12-05 23:00:00,23,avenida,3,-58.39613805,-34.61413568,peaton,auto,peaton,masculino,1,Jueves,Adulto de Edad Media
2020-0018,1,2020-03-09,2020,3,9,2023-12-05 14:00:00,14,avenida,13,-58.44903073,-34.54200276,moto,objeto fijo,conductor,masculino,1,Lunes,Adulto
2020-0019,1,2020-03-10,2020,3,10,2023-12-05 21:00:00,21,calle,5,-58.41972364,-34.6284667,peaton,auto,peaton,femenino,1,Martes,Anciano
2020-0020,1,2020-03-13,2020,3,13,2023-12-05 17:30:00,17,avenida,3,-58.40571596,-34.60557123,peaton,moto,peaton,femenino,1,Viernes,Anciano
2020-0021,1,2020-03-14,2020,3,14,2023-12-05 16:50:00,16,calle,2,-58.4145159,-34.59488319,peaton,auto,peaton,femenino,1,Sábado,Anciano
2020-0022,1,2020-04-07,2020,4,7,2023-12-05 06:15:00,6,autopista,9,-58.47297505,-34.66245085,auto,cargas,pasajero_acompaniante,masculino,1,Martes,Adulto de Edad Media
2020-0023,1,2020-04-09,2020,4,9,2023-12-05 18:42:00,18,avenida,4,-58.35791192,-34.63695178,auto,cargas,conductor,masculino,1,Jueves,Adulto de Edad Media
2020-0024,1,2020-04-24,2020,4,24,2023-12-05 07:58:00,7,calle,9,-58.50801713,-34.65177305,auto,auto,conductor,masculino,1,Viernes,Adulto Mayor
2020-0025,1,2020-05-12,2020,5,12,2023-12-05 05:35:00,5,avenida,3,-58.40258477,-34.60975108,peaton,auto,peaton,masculino,1,Martes,Adulto de Edad Media
2020-0026,1,2020-05-17,2020,5,17,2023-12-05 06:40:00,6,autopista,14,0.0,0.0,moto,objeto fijo,conductor,masculino,1,Domingo,Adulto
2020-0027,1,2020-05-18,2020,5,18,2023-12-05 08:00:00,8,avenida,8,-58.48267426,-34.68454456,peaton,cargas,peaton,masculino,1,Lunes,Anciano
2020-0028,1,2020-05-19,2020,5,19,2023-12-05 10:00:00,10,avenida,15,-58.44248936,-34.60221948,peaton,pasajeros,peaton,masculino,1,Martes,Anciano
2020-0029,1,2020-06-10,2020,6,10,2023-12-05 14:00:00,14,gral paz,9,-58.52909134,-34.63886726,peaton,pasajeros,peaton,masculino,1,Miércoles,Anciano
2020-0030,1,2020-06-16,2020,6,16,2023-12-05 15:00:00,15,avenida,6,-58.45158942,-34.6064658,moto,multiple,conductor,masculino,1,Martes,Adulto de Edad Media
2020-0031,1,2020-06-30,2020,6,30,2023-12-05 08:00:00,8,avenida,9,-58.49344309,-34.65788529,moto,cargas,conductor,masculino,1,Martes,Adulto
2020-0032,1,2020-07-10,2020,7,10,2023-12-05 23:00:00,23,avenida,15,-58.44259166,-34.59635137,moto,auto,conductor,masculino,2,Viernes,Adulto Joven
2020-0033,1,2020-07-19,2020,7,19,2023-12-05 06:25:00,6,gral paz,13,-58.46743471,-34.53476874,auto,objeto fijo,conductor,masculino,2,Domingo,Adulto
2020-0034,1,2020-08-02,2020,8,2,2023-12-05 03:20:00,3,calle,3,-58.41178158,-34.60922259,peaton,auto,peaton,femenino,2,Domingo,Adulto de Edad Media
2020-0035,1,2020-08-04,2020,8,4,2023-12-05 05:30:00,5,autopista,7,-58.45068621,-34.63638927,moto,pasajeros,conductor,masculino,2,Martes,Adulto de Edad Media
2020-0036,1,2020-08-07,2020,8,7,2023-12-05 18:40:00,18,avenida,14,-58.42016954,-34.5877879,peaton,moto,peaton,masculino,2,Viernes,Anciano
2020-0037,1,2020-08-29,2020,8,29,2023-12-05 04:30:00,4,avenida,8,-58.43850413,-34.65554754,peaton,auto,peaton,masculino,2,Sábado,Adulto de Edad Media
2020-0038,1,2020-08-30,2020,8,30,2023-12-05 04:00:00,4,avenida,14,-58.40617526,-34.58345898,auto,auto,conductor,masculino,2,Domingo,Adulto Mayor
2020-0038,1,2020-08-30,2020,8,30,2023-12-05 04:00:00,4,avenida,14,-58.40617526,-34.58345898,auto,auto,conductor,masculino,2,Domingo,Anciano
2020-0039,1,2020-09-01,2020,9,1,2023-12-05 19:17:42,19,calle,9,0.0,0.0,peaton,cargas,peaton,masculino,2,Martes,Adulto de Edad Media
2020-0040,1,2020-09-12,2020,9,12,2023-12-05 03:30:00,3,avenida,2,-58.38526125,-34.5780581,auto,objeto fijo,conductor,masculino,2,Sábado,Adulto de Edad Media
2020-0041,1,2020-09-28,2020,9,28,2023-12-05 01:45:00,1,avenida,7,-58.4475047,-34.63491705,moto,pasajeros,conductor,masculino,2,Lunes,Adulto
2020-0042,1,2020-09-29,2020,9,29,2023-12-05 17:10:00,17,avenida,8,-58.46745752,-34.68192648,peaton,pasajeros,peaton,femenino,2,Martes,Adulto Mayor
2020-0043,1,2020-09-30,2020,9,30,2023-12-05 17:20:00,17,avenida,1,-58.37202621,-34.59717942,peaton,pasajeros,peaton,masculino,2,Miércoles,Anciano
2020-0044,1,2020-10-05,2020,10,5,2023-12-05 00:20:00,0,avenida,6,-58.42779702,-34.62207347,auto,auto,conductor,masculino,2,Lunes,Adulto de Edad Media
2020-0045,1,2020-10-19,2020,10,19,2023-12-05 03:00:00,3,gral paz,8,-58.46244952,-34.70524971,auto,cargas,conductor,masculino,2,Lunes,Adulto Mayor
2020-0046,1,2020-10-27,2020,10,27,2023-12-05 21:00:00,21,avenida,11,-58.4844016,-34.60776782,moto,moto,conductor,masculino,2,Martes,Adulto de Edad Media
2020-0047,1,2020-10-27,2020,10,27,2023-12-05 14:00:00,14,autopista,9,-58.46668375,-34.65174801,peaton,cargas,peaton,masculino,2,Martes,Adolescencia
2020-0048,1,2020-10-29,2020,10,29,2023-12-05 20:20:00,20,avenida,15,-58.4495878,-34.59322448,moto,objeto fijo,conductor,masculino,2,Jueves,Adulto de Edad Media
2020-0049,1,2020-10-30,2020,10,30,2023-12-05 20:00:00,20,avenida,1,-58.37533517,-34.59276462,peaton,auto,peaton,masculino,2,Viernes,Adulto de Edad Media
2020-0050,1,2020-11-01,2020,11,1,2023-12-05 22:00:00,22,avenida,14,-58.42525456,-34.57866344,peaton,moto,peaton,femenino,2,Domingo,Adulto
2020-0051,1,2020-11-05,2020,11,5,2023-12-05 00:40:00,0,avenida,10,-58.48493828,-34.62981124,moto,auto,conductor,masculino,2,Jueves,Adulto Mayor
2020-0052,1,2020-11-07,2020,11,7,2023-12-05 06:50:00,6,avenida,3,-58.40480504,-34.60183884,bicicleta,cargas,ciclista,masculino,2,Sábado,Adulto de Edad Media
2020-0053,1,2020-11-09,2020,11,9,2023-12-05 03:30:00,3,avenida,4,-58.41125934,-34.6541774,auto,auto,pasajero_acompaniante,masculino,2,Lunes,Adulto
2020-0054,1,2020-11-19,2020,11,19,2023-12-05 09:00:00,9,calle,4,-58.39956546,-34.6297708,bicicleta,auto,ciclista,masculino,2,Jueves,Adulto Mayor
2020-0055,1,2020-11-19,2020,11,19,2023-12-05 12:30:00,12,avenida,12,-58.49005682,-34.5786897,peaton,cargas,peaton,masculino,2,Jueves,Anciano
2020-0056,1,2020-11-21,2020,11,21,2023-12-05 13:00:00,13,gral paz,8,-58.47064556,-34.69843756,moto,cargas,conductor,femenino,2,Sábado,Adulto
2020-0057,1,2020-11-23,2020,11,23,2023-12-05 07:45:00,7,avenida,11,-58.4750156,-34.61945902,peaton,auto,peaton,masculino,2,Lunes,Anciano
2020-0058,1,2020-11-24,2020,11,24,2023-12-05 16:00:00,16,avenida,10,-58.48727942,-34.63652467,peaton,auto,peaton,masculino,2,Martes,Adulto Mayor
2020-0059,1,2020-12-01,2020,12,1,2023-12-05 06:35:00,6,calle,1,-58.3795169,-34.62794241,peaton,pasajeros,peaton,femenino,2,Martes,Adulto Mayor
2020-0060,1,2020-12-03,2020,12,3,2023-12-05 20:30:00,20,avenida,9,-58.47750832,-34.65672199,peaton,moto,peaton,femenino,2,Jueves,Anciano
2020-0061,1,2020-12-03,2020,12,3,2023-12-05 14:40:00,14,autopista,13,-58.44927253,-34.54048625,moto,cargas,conductor,masculino,2,Jueves,Adulto Mayor
2020-0062,1,2020-12-04,2020,12,4,2023-12-05 17:19:00,17,calle,3,-58.39246272,-34.61253541,bicicleta,pasajeros,ciclista,masculino,2,Viernes,Adulto Mayor
2020-0063,1,2020-12-05,2020,12,5,2023-12-05 07:10:00,7,calle,11,-58.52783814,-34.61047001,peaton,moto,peaton,masculino,2,Sábado,Adulto de Edad Media
2020-0063,1,2020-12-05,2020,12,5,2023-12-05 07:10:00,7,calle,11,-58.52783814,-34.61047001,moto,moto,pasajero_acompaniante,masculino,2,Sábado,Adulto Joven
2020-0065,1,2020-12-05,2020,12,5,2023-12-05 16:00:00,16,gral paz,12,-58.49332664,-34.54836855,moto,auto,conductor,masculino,2,Sábado,Adulto
2020-0066,1,2020-12-07,2020,12,7,2023-12-05 04:30:00,4,autopista,10,-58.50178784,-34.63593897,moto,objeto fijo,conductor,masculino,2,Lunes,Adulto
2020-0067,1,2020-12-11,2020,12,11,2023-12-05 22:00:00,22,avenida,4,-58.41657793,-34.65476216,peaton,pasajeros,peaton,masculino,2,Viernes,Adulto Mayor
2020-0068,1,2020-12-12,2020,12,12,2023-12-05 20:30:00,20,avenida,2,-58.39731474,-34.58307887,moto,auto,conductor,masculino,2,Sábado,Anciano
2020-0069,1,2020-12-15,2020,12,15,2023-12-05 05:20:00,5,avenida,1,-58.38746381,-34.61790839,moto,pasajeros,pasajero_acompaniante,masculino,2,Martes,Adulto
2020-0070,1,2020-12-17,2020,12,17,2023-12-05 15:35:00,15,avenida,2,-58.39189441,-34.59176378,peaton,pasajeros,peaton,femenino,2,Jueves,Anciano
2020-0071,1,2020-12-17,2020,12,17,2023-12-05 23:00:00,23,avenida,7,-58.46749188,-34.63551751,peaton,auto,peaton,masculino,2,Jueves,Infante
2020-0072,1,2020-12-19,2020,12,19,2023-12-05 03:30:00,3,avenida,3,-58.40280471,-34.62113271,bicicleta,auto,ciclista,masculino,2,Sábado,Adulto de Edad Media
2020-0073,1,2020-12-20,2020,12,20,2023-12-05 07:40:00,7,avenida,8,-58.44451316,-34.68475866,moto,objeto fijo,conductor,masculino,2,Domingo,Adulto Mayor
2020-0074,1,2020-12-20,2020,12,20,2023-12-05 21:00:00,21,avenida,7,-58.47110424,-34.62742408,auto,auto,conductor,masculino,2,Domingo,Adulto de Edad Media
2020-0075,1,2020-12-23,2020,12,23,2023-12-05 14:00:00,14,avenida,1,-58.38220928,-34.60373898,peaton,pasajeros,peaton,masculino,2,Miércoles,Adulto Joven
2020-0076,1,2020-12-24,2020,12,24,2023-12-05 12:30:00,12,avenida,10,-58.49794468,-34.61565025,auto,pasajeros,conductor,femenino,2,Jueves,Anciano
2020-0077,1,2020-12-25,2020,12,25,2023-12-05 06:40:00,6,avenida,15,-58.47220945,-34.60111373,moto,auto,conductor,femenino,2,Viernes,Adulto
2020-0077,1,2020-12-25,2020,12,25,2023-12-05 06:40:00,6,avenida,15,-58.47220945,-34.60111373,moto,auto,pasajero_acompaniante,femenino,2,Viernes,Adulto
2020-0078,1,2020-12-25,2020,12,25,2023-12-05 05:50:00,5,calle,7,-58.43706741,-34.63217813,bicicleta,pasajeros,ciclista,masculino,2,Viernes,Adulto
2020-0079,1,2020-12-27,2020,12,27,2023-12-05 04:15:00,4,gral paz,12,-58.49332664,-34.54836855,moto,objeto fijo,conductor,masculino,2,Domingo,Adulto
2021-0001,1,2021-01-06,2021,1,6,2023-12-05 18:00:00,18,autopista,1,-58.37960727,-34.62622851,moto,auto,conductor,masculino,1,Miércoles,Adulto de Edad Media
2021-0002,1,2021-01-07,2021,1,7,2023-12-05 10:20:00,10,avenida,9,-58.51061062,-34.64972472,moto,cargas,conductor,femenino,1,Jueves,Adulto Mayor
2021-0003,1,2021-01-10,2021,1,10,2023-12-05 07:40:00,7,autopista,7,-58.43052224,-34.62941648,moto,objeto fijo,conductor,masculino,1,Domingo,Adulto
2021-0004,1,2021-01-11,2021,1,11,2023-12-05 09:12:18,9,avenida,5,-58.41455544,-34.63866836,peaton,cargas,peaton,femenino,1,Lunes,Anciano
2021-0005,1,2021-01-11,2021,1,11,2023-12-05 21:30:00,21,avenida,9,-58.46774439,-34.64730145,peaton,auto,peaton,masculino,1,Lunes,Anciano
2021-0006,1,2021-01-12,2021,1,12,2023-12-05 21:00:00,21,autopista,14,-58.40786274,-34.56726817,moto,cargas,pasajero_acompaniante,femenino,1,Martes,Adulto Joven
